Categoria do Produto,Filial,Nome do Produto,Preço do Produto (R$),Quantidade em Estoque,Data da Venda
Eletrodomésticos,Filial 2,Delineador líquido,56.1,70,INDISPONIVEL
Eletrônicos,Filial 2,Corretivo,18.37,78,INDISPONIVEL
Alimentos,Filial 6,Pó compacto,86.4,34,INDISPONIVEL
Eletrônicos,Filial 3,Sombra de olhos,70.19,80,INDISPONIVEL
Roupas,Filial 10,Lápis de sobrancelha,44.29,58,INDISPONIVEL
Alimentos,Filial 3,Corretivo,64.62,32,INDISPONIVEL
Alimentos,Filial 7,Sombra de olhos,53.29,11,INDISPONIVEL
Roupas,Filial 8,Corretivo,71.02,15,INDISPONIVEL
Eletrodomésticos,Filial 8,Pó compacto,82.45,69,INDISPONIVEL
Eletrodomésticos,Filial 10,Corretivo,8.14,92,INDISPONIVEL
Eletrodomésticos,Filial 9,Lápis de sobrancelha,13.38,56,INDISPONIVEL
Eletrônicos,Filial 8,Corretivo,41.43,100,INDISPONIVEL
Eletrônicos,Filial 5,Batom líquido,74.63,53,INDISPONIVEL
Roupas,Filial 5,Máscara de cílios,37.4,47,INDISPONIVEL
Eletrodomésticos,Filial 8,Lápis de sobrancelha,75.63,7,INDISPONIVEL
Eletrônicos,Filial 9,Blush em pó,65.34,73,INDISPONIVEL
Eletrônicos,Filial 4,Pó compacto,81.01,18,INDISPONIVEL
Eletrônicos,Filial 6,Lápis de sobrancelha,37.87,6,INDISPONIVEL
Roupas,Filial 2,Sombra de olhos,58.5,71,INDISPONIVEL
Roupas,Filial 2,Corretivo,4.31,88,INDISPONIVEL
Alimentos,Filial 3,Base líquida,88.56,24,INDISPONIVEL
Eletrodomésticos,Filial 3,Blush em pó,4.67,98,INDISPONIVEL
Alimentos,Filial 4,Corretivo,83.91,92,INDISPONIVEL
Alimentos,Filial 9,Batom líquido,83.91,47,INDISPONIVEL
Alimentos,Filial 4,Pó compacto,15.66,5,INDISPONIVEL
Alimentos,Filial 9,Base líquida,55.73,89,INDISPONIVEL
Eletrodomésticos,Filial 2,Blush em pó,67.12,37,INDISPONIVEL
Eletrônicos,Filial 6,Base líquida,90.81,39,INDISPONIVEL
Eletrodomésticos,Filial 1,Máscara de cílios,97.43,47,INDISPONIVEL
Eletrônicos,Filial 3,Pó compacto,45.93,40,INDISPONIVEL
Eletrônicos,Filial 7,Sombra de olhos,56.55,57,INDISPONIVEL
Roupas,Filial 5,Pó compacto,95.59,47,INDISPONIVEL
Alimentos,Filial 3,Batom matte,44.98,84,INDISPONIVEL
Roupas,Filial 10,Corretivo,89.59,84,INDISPONIVEL
Roupas,Filial 1,Pó compacto,53.74,14,INDISPONIVEL
Alimentos,Filial 3,Máscara de cílios,24.98,40,INDISPONIVEL
Eletrodomésticos,Filial 8,Máscara de cílios,68.5,20,INDISPONIVEL
Roupas,Filial 4,Máscara de cílios,45.86,82,INDISPONIVEL
Alimentos,Filial 2,Delineador líquido,42.64,87,INDISPONIVEL
Eletrodomésticos,Filial 6,Pó compacto,97.71,30,INDISPONIVEL
Roupas,Filial 3,Pó compacto,51.25,93,INDISPONIVEL
Eletrônicos,Filial 8,Blush em pó,49.61,27,INDISPONIVEL
Alimentos,Filial 2,Delineador líquido,96.49,64,INDISPONIVEL
Roupas,Filial 5,Batom líquido,36.46,69,INDISPONIVEL
Roupas,Filial 2,Batom líquido,72.75,99,INDISPONIVEL
Eletrônicos,Filial 9,Sombra de olhos,6.8,99,INDISPONIVEL
Roupas,Filial 4,Lápis de sobrancelha,83.8,32,INDISPONIVEL
Eletrônicos,Filial 6,Máscara de cílios,24.46,36,INDISPONIVEL
Roupas,Filial 9,Pó compacto,14.9,23,INDISPONIVEL
Alimentos,Filial 5,Pó compacto,97.06,99,INDISPONIVEL
Alimentos,Filial 3,Batom líquido,31.23,45,INDISPONIVEL
Roupas,Filial 6,Base líquida,83.21,12,INDISPONIVEL
Eletrônicos,Filial 9,Máscara de cílios,78.69,88,INDISPONIVEL
Roupas,Filial 1,Corretivo,63.99,43,INDISPONIVEL
Alimentos,Filial 7,Base líquida,37.17,76,INDISPONIVEL
Eletrônicos,Filial 1,Batom líquido,75.44,97,INDISPONIVEL
Roupas,Filial 1,Batom matte,95.08,24,INDISPONIVEL
Alimentos,Filial 3,Delineador líquido,98.95,12,INDISPONIVEL
Eletrodomésticos,Filial 8,Corretivo,95.38,48,INDISPONIVEL
Roupas,Filial 5,Batom matte,30.46,46,INDISPONIVEL
Alimentos,Filial 4,Delineador líquido,28.74,23,INDISPONIVEL
Alimentos,Filial 8,Batom matte,42.2,25,INDISPONIVEL
Eletrônicos,Filial 2,Pó compacto,55.38,67,INDISPONIVEL
Eletrodomésticos,Filial 7,Delineador líquido,19.85,31,INDISPONIVEL
Eletrônicos,Filial 10,Máscara de cílios,10.6,94,INDISPONIVEL
Eletrônicos,Filial 5,Delineador líquido,75.07,70,INDISPONIVEL
Alimentos,Filial 9,Batom matte,71.05,57,INDISPONIVEL
Eletrônicos,Filial 7,Sombra de olhos,61.71,40,INDISPONIVEL
Alimentos,Filial 8,Corretivo,54.69,77,INDISPONIVEL
Roupas,Filial 8,Batom líquido,76.14,48,INDISPONIVEL
Eletrônicos,Filial 4,Batom líquido,82.16,37,INDISPONIVEL
Alimentos,Filial 1,Batom líquido,16.79,82,INDISPONIVEL
Alimentos,Filial 4,Corretivo,11.5,32,INDISPONIVEL
Eletrônicos,Filial 5,Base líquida,21.62,25,INDISPONIVEL
Alimentos,Filial 5,Base líquida,88.11,16,INDISPONIVEL
Eletrônicos,Filial 6,Blush em pó,60.1,32,INDISPONIVEL
Eletrônicos,Filial 6,Base líquida,50.04,28,INDISPONIVEL
Eletrodomésticos,Filial 7,Batom matte,58.11,75,INDISPONIVEL
Eletrodomésticos,Filial 9,Batom líquido,3.17,33,INDISPONIVEL
Roupas,Filial 9,Lápis de sobrancelha,85.61,85,INDISPONIVEL
Eletrônicos,Filial 5,Sombra de olhos,36.62,73,INDISPONIVEL
Eletrodomésticos,Filial 4,Delineador líquido,3.34,69,INDISPONIVEL
Eletrodomésticos,Filial 4,Base líquida,62.61,94,INDISPONIVEL
Eletrônicos,Filial 7,Máscara de cílios,38.54,37,INDISPONIVEL
Alimentos,Filial 8,Base líquida,42.43,9,INDISPONIVEL
Eletrodomésticos,Filial 8,Pó compacto,31.08,22,INDISPONIVEL
Eletrodomésticos,Filial 7,Delineador líquido,90.15,14,INDISPONIVEL
Eletrodomésticos,Filial 3,Pó compacto,37.13,12,INDISPONIVEL
Alimentos,Filial 4,Blush em pó,6.27,67,INDISPONIVEL
Eletrônicos,Filial 10,Base líquida,93.22,98,INDISPONIVEL
Roupas,Filial 10,Base líquida,18.28,84,INDISPONIVEL
Eletrônicos,Filial 5,Batom líquido,71.76,50,INDISPONIVEL
Eletrônicos,Filial 6,Batom líquido,53.92,66,INDISPONIVEL
Eletrônicos,Filial 1,Corretivo,75.69,20,INDISPONIVEL
Eletrônicos,Filial 4,Pó compacto,84.95,27,INDISPONIVEL
Eletrodomésticos,Filial 4,Delineador líquido,66.7,46,INDISPONIVEL
Roupas,Filial 6,Pó compacto,94.75,30,INDISPONIVEL
Alimentos,Filial 1,Pó compacto,24.98,57,INDISPONIVEL
Eletrônicos,Filial 9,Máscara de cílios,31.01,94,INDISPONIVEL
Alimentos,Filial 9,Pó compacto,97.23,62,INDISPONIVEL
Eletrônicos,Filial 8,Batom líquido,50.61,55,INDISPONIVEL
Eletrônicos,Filial 3,Máscara de cílios,94.73,7,INDISPONIVEL
Eletrônicos,Filial 8,Lápis de sobrancelha,62.56,80,INDISPONIVEL
Eletrodomésticos,Filial 6,Corretivo,21.48,94,INDISPONIVEL
Eletrodomésticos,Filial 3,Sombra de olhos,6.89,59,INDISPONIVEL
Roupas,Filial 5,Lápis de sobrancelha,90.58,55,INDISPONIVEL
Eletrônicos,Filial 1,Base líquida,3.66,41,INDISPONIVEL
Eletrônicos,Filial 5,Corretivo,10.61,40,INDISPONIVEL
Roupas,Filial 7,Corretivo,34.15,11,INDISPONIVEL
Eletrônicos,Filial 2,Delineador líquido,17.83,33,INDISPONIVEL
Eletrodomésticos,Filial 4,Delineador líquido,99.34,80,INDISPONIVEL
Roupas,Filial 6,Lápis de sobrancelha,56.52,3,INDISPONIVEL
Roupas,Filial 8,Máscara de cílios,17.72,62,INDISPONIVEL
Roupas,Filial 4,Lápis de sobrancelha,25.46,75,INDISPONIVEL
Roupas,Filial 10,Batom matte,69.88,31,INDISPONIVEL
Eletrodomésticos,Filial 3,Corretivo,6.32,15,INDISPONIVEL
Alimentos,Filial 2,Delineador líquido,40.42,61,INDISPONIVEL
Alimentos,Filial 9,Delineador líquido,90.03,30,INDISPONIVEL
Roupas,Filial 1,Máscara de cílios,35.45,79,INDISPONIVEL
Eletrodomésticos,Filial 4,Lápis de sobrancelha,91.09,65,INDISPONIVEL
Alimentos,Filial 4,Corretivo,42.51,85,INDISPONIVEL
Roupas,Filial 5,Blush em pó,85.01,59,INDISPONIVEL
Eletrônicos,Filial 8,Blush em pó,7.24,46,INDISPONIVEL
Alimentos,Filial 2,Pó compacto,20.4,39,INDISPONIVEL
Alimentos,Filial 4,Base líquida,71.61,42,INDISPONIVEL
Roupas,Filial 9,Blush em pó,16.63,37,INDISPONIVEL
Eletrodomésticos,Filial 9,Base líquida,88.2,15,INDISPONIVEL
Eletrodomésticos,Filial 8,Base líquida,67.61,50,INDISPONIVEL
Alimentos,Filial 4,Sombra de olhos,49.48,36,INDISPONIVEL
Roupas,Filial 2,Batom líquido,23.25,67,INDISPONIVEL
Alimentos,Filial 6,Blush em pó,38.12,54,INDISPONIVEL
Eletrônicos,Filial 4,Pó compacto,10.02,80,INDISPONIVEL
Roupas,Filial 9,Máscara de cílios,18.87,6,INDISPONIVEL
Roupas,Filial 6,Sombra de olhos,51.22,37,INDISPONIVEL
Eletrônicos,Filial 4,Base líquida,74.66,4,INDISPONIVEL
Eletrônicos,Filial 6,Batom líquido,88.13,82,INDISPONIVEL
Alimentos,Filial 1,Lápis de sobrancelha,2.87,22,INDISPONIVEL
Eletrodomésticos,Filial 3,Corretivo,67.83,23,INDISPONIVEL
Eletrodomésticos,Filial 7,Pó compacto,25.68,17,INDISPONIVEL
Eletrônicos,Filial 1,Sombra de olhos,2.36,70,INDISPONIVEL
Eletrônicos,Filial 1,Batom líquido,9.79,61,INDISPONIVEL
Alimentos,Filial 3,Batom líquido,4.47,39,INDISPONIVEL
Alimentos,Filial 8,Blush em pó,62.14,39,INDISPONIVEL
Roupas,Filial 5,Lápis de sobrancelha,53.19,22,INDISPONIVEL
Alimentos,Filial 7,Batom líquido,40.39,90,INDISPONIVEL
Alimentos,Filial 8,Pó compacto,92.02,66,INDISPONIVEL
Eletrônicos,Filial 9,Pó compacto,50.99,28,INDISPONIVEL
Eletrônicos,Filial 2,Delineador líquido,83.54,47,INDISPONIVEL
Alimentos,Filial 3,Batom líquido,65.97,99,INDISPONIVEL
Roupas,Filial 10,Pó compacto,39.43,60,INDISPONIVEL
Alimentos,Filial 7,Corretivo,40.15,57,INDISPONIVEL
Eletrônicos,Filial 7,Lápis de sobrancelha,83.26,65,INDISPONIVEL
Eletrônicos,Filial 2,Batom matte,92.3,65,INDISPONIVEL
Alimentos,Filial 4,Sombra de olhos,9.01,67,INDISPONIVEL
Eletrodomésticos,Filial 1,Lápis de sobrancelha,89.1,50,INDISPONIVEL
Eletrônicos,Filial 10,Blush em pó,39.98,62,INDISPONIVEL
Alimentos,Filial 8,Sombra de olhos,80.16,16,INDISPONIVEL
Eletrônicos,Filial 1,Lápis de sobrancelha,84.42,8,INDISPONIVEL
Eletrônicos,Filial 3,Pó compacto,27.44,17,INDISPONIVEL
Eletrônicos,Filial 4,Base líquida,52.36,69,INDISPONIVEL
Eletrodomésticos,Filial 3,Lápis de sobrancelha,78.69,32,INDISPONIVEL
Alimentos,Filial 4,Batom matte,59.92,75,INDISPONIVEL
Roupas,Filial 3,Corretivo,17.26,52,INDISPONIVEL
Alimentos,Filial 9,Delineador líquido,93.22,96,INDISPONIVEL
Eletrodomésticos,Filial 4,Máscara de cílios,89.68,34,INDISPONIVEL
Eletrônicos,Filial 6,Batom líquido,65.97,14,INDISPONIVEL
Alimentos,Filial 6,Blush em pó,97.15,20,INDISPONIVEL
Alimentos,Filial 1,Pó compacto,14.93,95,INDISPONIVEL
Roupas,Filial 1,Blush em pó,57.54,49,INDISPONIVEL
Eletrodomésticos,Filial 9,Batom matte,72.76,3,INDISPONIVEL
Eletrônicos,Filial 8,Máscara de cílios,56.37,11,INDISPONIVEL
Alimentos,Filial 3,Delineador líquido,80.89,87,INDISPONIVEL
Alimentos,Filial 3,Sombra de olhos,86.28,27,INDISPONIVEL
Eletrônicos,Filial 5,Blush em pó,2.94,23,INDISPONIVEL
Eletrônicos,Filial 8,Máscara de cílios,63.9,88,INDISPONIVEL
Roupas,Filial 2,Blush em pó,83.63,64,INDISPONIVEL
Alimentos,Filial 6,Máscara de cílios,34.01,24,INDISPONIVEL
Eletrodomésticos,Filial 4,Blush em pó,15.58,83,INDISPONIVEL
Roupas,Filial 4,Batom matte,37.43,86,INDISPONIVEL
Alimentos,Filial 4,Base líquida,45.14,50,INDISPONIVEL
Roupas,Filial 7,Batom matte,34.24,73,INDISPONIVEL
Eletrônicos,Filial 3,Máscara de cílios,25.01,13,INDISPONIVEL
Eletrodomésticos,Filial 9,Base líquida,51.84,50,INDISPONIVEL
Eletrônicos,Filial 6,Base líquida,71.64,36,INDISPONIVEL
Roupas,Filial 1,Base líquida,20.56,96,INDISPONIVEL
Eletrônicos,Filial 1,Corretivo,26.49,1,INDISPONIVEL
Eletrônicos,Filial 2,Sombra de olhos,88.63,16,INDISPONIVEL
Eletrônicos,Filial 5,Lápis de sobrancelha,66.66,12,INDISPONIVEL
Eletrodomésticos,Filial 8,Lápis de sobrancelha,53.7,54,INDISPONIVEL
Alimentos,Filial 6,Pó compacto,79.65,67,INDISPONIVEL
Eletrodomésticos,Filial 6,Batom matte,90.76,8,INDISPONIVEL
Alimentos,Filial 6,Corretivo,64.81,49,INDISPONIVEL
Roupas,Filial 7,Pó compacto,9.98,79,INDISPONIVEL
Roupas,Filial 6,Sombra de olhos,64.24,62,INDISPONIVEL
Alimentos,Filial 4,Batom líquido,30.89,24,INDISPONIVEL
Alimentos,Filial 5,Máscara de cílios,89.81,100,INDISPONIVEL
Alimentos,Filial 10,Blush em pó,40.4,30,INDISPONIVEL
Eletrodomésticos,Filial 10,Base líquida,23.63,44,INDISPONIVEL
Eletrodomésticos,Filial 1,Corretivo,8.2,62,INDISPONIVEL
Eletrodomésticos,Filial 9,Lápis de sobrancelha,70.49,94,INDISPONIVEL
Eletrodomésticos,Filial 8,Delineador líquido,52.26,91,INDISPONIVEL
Eletrônicos,Filial 2,Corretivo,25.43,45,INDISPONIVEL
Eletrônicos,Filial 2,Pó compacto,7.09,6,INDISPONIVEL
Alimentos,Filial 4,Delineador líquido,30.77,92,INDISPONIVEL
Alimentos,Filial 3,Corretivo,35.41,48,INDISPONIVEL
Eletrodomésticos,Filial 4,Corretivo,81.44,99,INDISPONIVEL
Roupas,Filial 9,Batom líquido,21.39,10,INDISPONIVEL
Alimentos,Filial 1,Base líquida,61.54,86,INDISPONIVEL
Eletrônicos,Filial 1,Batom líquido,94.07,37,INDISPONIVEL
Eletrônicos,Filial 3,Máscara de cílios,15.38,43,INDISPONIVEL
Alimentos,Filial 1,Corretivo,2.5,52,INDISPONIVEL
Roupas,Filial 7,Batom matte,54.82,16,INDISPONIVEL
Eletrodomésticos,Filial 5,Batom matte,34.48,88,INDISPONIVEL
Alimentos,Filial 8,Blush em pó,30.69,37,INDISPONIVEL
Alimentos,Filial 5,Base líquida,44.64,97,INDISPONIVEL
Alimentos,Filial 5,Lápis de sobrancelha,14.67,74,INDISPONIVEL
Alimentos,Filial 1,Sombra de olhos,33.21,48,INDISPONIVEL
Eletrônicos,Filial 7,Delineador líquido,25.44,39,INDISPONIVEL
Alimentos,Filial 1,Máscara de cílios,27.51,71,INDISPONIVEL
Roupas,Filial 8,Blush em pó,55.61,54,INDISPONIVEL
Eletrodomésticos,Filial 10,Pó compacto,59.93,97,INDISPONIVEL
Eletrônicos,Filial 7,Blush em pó,18.96,18,INDISPONIVEL
Roupas,Filial 10,Batom líquido,87.89,46,INDISPONIVEL
Alimentos,Filial 5,Corretivo,17.4,30,INDISPONIVEL
Eletrodomésticos,Filial 1,Sombra de olhos,65.22,94,INDISPONIVEL
Roupas,Filial 10,Delineador líquido,40.96,2,INDISPONIVEL
Eletrodomésticos,Filial 4,Delineador líquido,60.66,75,INDISPONIVEL
Eletrodomésticos,Filial 1,Pó compacto,58.21,82,INDISPONIVEL
Eletrônicos,Filial 6,Máscara de cílios,37.24,72,INDISPONIVEL
Roupas,Filial 10,Base líquida,42.15,25,INDISPONIVEL
Eletrodomésticos,Filial 7,Sombra de olhos,73.35,15,INDISPONIVEL
Eletrônicos,Filial 5,Sombra de olhos,42.4,83,INDISPONIVEL
Alimentos,Filial 8,Corretivo,7.86,22,INDISPONIVEL
Alimentos,Filial 4,Lápis de sobrancelha,87.57,1,INDISPONIVEL
Eletrônicos,Filial 7,Batom matte,96.12,24,INDISPONIVEL
Alimentos,Filial 6,Lápis de sobrancelha,98.21,100,INDISPONIVEL
Alimentos,Filial 3,Delineador líquido,28.57,68,INDISPONIVEL
Eletrodomésticos,Filial 3,Corretivo,94.33,57,INDISPONIVEL
Eletrônicos,Filial 1,Pó compacto,52.31,50,INDISPONIVEL
Eletrodomésticos,Filial 2,Delineador líquido,82.71,77,INDISPONIVEL
Eletrodomésticos,Filial 4,Corretivo,55.42,100,INDISPONIVEL
Alimentos,Filial 4,Corretivo,77.06,56,INDISPONIVEL
Eletrodomésticos,Filial 10,Base líquida,29.79,27,INDISPONIVEL
Eletrônicos,Filial 2,Batom líquido,9.15,13,INDISPONIVEL
Roupas,Filial 2,Máscara de cílios,62.13,61,INDISPONIVEL
Eletrodomésticos,Filial 1,Máscara de cílios,32.4,25,INDISPONIVEL
Eletrônicos,Filial 8,Blush em pó,93.13,58,INDISPONIVEL
Eletrônicos,Filial 4,Delineador líquido,28.66,26,INDISPONIVEL
Eletrodomésticos,Filial 2,Pó compacto,35.72,59,INDISPONIVEL
Eletrônicos,Filial 5,Pó compacto,61.84,18,INDISPONIVEL
Eletrônicos,Filial 1,Sombra de olhos,38.33,29,INDISPONIVEL
Roupas,Filial 1,Delineador líquido,22.51,42,INDISPONIVEL
Eletrodomésticos,Filial 2,Base líquida,34.06,38,INDISPONIVEL
Alimentos,Filial 4,Sombra de olhos,53.4,84,INDISPONIVEL
Roupas,Filial 5,Batom líquido,60.46,93,INDISPONIVEL
Eletrodomésticos,Filial 1,Blush em pó,84.41,3,INDISPONIVEL
Roupas,Filial 8,Base líquida,62.87,77,INDISPONIVEL
Eletrônicos,Filial 8,Delineador líquido,2.96,97,INDISPONIVEL
Alimentos,Filial 4,Sombra de olhos,86.25,32,INDISPONIVEL
Roupas,Filial 5,Máscara de cílios,12.88,30,INDISPONIVEL
Alimentos,Filial 3,Lápis de sobrancelha,62.66,10,INDISPONIVEL
Eletrodomésticos,Filial 5,Blush em pó,53.0,16,INDISPONIVEL
Roupas,Filial 7,Delineador líquido,81.99,54,INDISPONIVEL
Eletrônicos,Filial 2,Corretivo,99.83,47,INDISPONIVEL
Eletrônicos,Filial 8,Sombra de olhos,6.85,49,INDISPONIVEL
Eletrodomésticos,Filial 7,Blush em pó,10.1,16,INDISPONIVEL
Alimentos,Filial 9,Pó compacto,79.94,98,INDISPONIVEL
Eletrônicos,Filial 10,Lápis de sobrancelha,47.53,70,INDISPONIVEL
Eletrônicos,Filial 8,Pó compacto,50.49,26,INDISPONIVEL
Eletrodomésticos,Filial 7,Lápis de sobrancelha,19.21,88,INDISPONIVEL
Eletrônicos,Filial 3,Delineador líquido,92.27,42,INDISPONIVEL
Roupas,Filial 2,Batom matte,39.66,4,INDISPONIVEL
Eletrônicos,Filial 9,Batom matte,74.73,48,INDISPONIVEL
Alimentos,Filial 8,Base líquida,67.24,58,INDISPONIVEL
Eletrodomésticos,Filial 2,Batom líquido,24.74,26,INDISPONIVEL
Eletrodomésticos,Filial 10,Máscara de cílios,72.5,10,INDISPONIVEL
Roupas,Filial 5,Blush em pó,28.73,86,INDISPONIVEL
Roupas,Filial 2,Blush em pó,57.79,16,INDISPONIVEL
Eletrônicos,Filial 8,Batom líquido,1.08,25,INDISPONIVEL
Eletrônicos,Filial 3,Batom líquido,7.75,94,INDISPONIVEL
Alimentos,Filial 8,Lápis de sobrancelha,87.53,52,INDISPONIVEL
Eletrônicos,Filial 7,Delineador líquido,72.43,83,INDISPONIVEL
Alimentos,Filial 5,Batom matte,66.96,94,INDISPONIVEL
Roupas,Filial 1,Delineador líquido,73.15,44,INDISPONIVEL
Eletrodomésticos,Filial 10,Corretivo,89.15,25,INDISPONIVEL
Roupas,Filial 1,Delineador líquido,61.3,87,INDISPONIVEL
Alimentos,Filial 4,Batom matte,85.74,17,INDISPONIVEL
Eletrônicos,Filial 9,Pó compacto,14.16,18,INDISPONIVEL
Alimentos,Filial 10,Batom matte,81.19,25,INDISPONIVEL
Eletrônicos,Filial 5,Máscara de cílios,9.06,40,INDISPONIVEL
Eletrônicos,Filial 6,Corretivo,6.11,84,INDISPONIVEL
Alimentos,Filial 2,Blush em pó,23.31,23,INDISPONIVEL
Roupas,Filial 1,Base líquida,26.25,29,INDISPONIVEL
Roupas,Filial 3,Máscara de cílios,56.65,85,INDISPONIVEL
Alimentos,Filial 3,Pó compacto,35.27,79,INDISPONIVEL
Alimentos,Filial 5,Batom matte,83.79,4,INDISPONIVEL
Eletrônicos,Filial 8,Delineador líquido,83.03,44,INDISPONIVEL
Eletrônicos,Filial 3,Máscara de cílios,26.58,72,INDISPONIVEL
Roupas,Filial 6,Blush em pó,92.29,97,INDISPONIVEL
Alimentos,Filial 10,Pó compacto,59.49,84,INDISPONIVEL
Alimentos,Filial 5,Sombra de olhos,29.49,92,INDISPONIVEL
Eletrônicos,Filial 6,Pó compacto,76.7,80,INDISPONIVEL
Roupas,Filial 2,Pó compacto,47.63,90,INDISPONIVEL
Eletrodomésticos,Filial 9,Corretivo,19.26,79,INDISPONIVEL
Alimentos,Filial 3,Batom líquido,16.36,87,INDISPONIVEL
Eletrodomésticos,Filial 1,Pó compacto,26.3,4,INDISPONIVEL
Eletrônicos,Filial 8,Pó compacto,27.53,11,INDISPONIVEL
Alimentos,Filial 3,Pó compacto,96.75,10,INDISPONIVEL
Roupas,Filial 7,Base líquida,37.37,49,INDISPONIVEL
Roupas,Filial 5,Máscara de cílios,48.73,67,INDISPONIVEL
Eletrodomésticos,Filial 2,Corretivo,91.14,97,INDISPONIVEL
Roupas,Filial 3,Blush em pó,62.01,31,INDISPONIVEL
Eletrodomésticos,Filial 6,Pó compacto,47.78,14,INDISPONIVEL
Eletrodomésticos,Filial 10,Blush em pó,24.15,48,INDISPONIVEL
Roupas,Filial 10,Blush em pó,60.42,2,INDISPONIVEL
Eletrodomésticos,Filial 9,Sombra de olhos,5.15,16,INDISPONIVEL
Eletrodomésticos,Filial 7,Sombra de olhos,61.16,54,INDISPONIVEL
Alimentos,Filial 3,Lápis de sobrancelha,96.47,48,INDISPONIVEL
Eletrônicos,Filial 7,Sombra de olhos,43.76,93,INDISPONIVEL
Eletrônicos,Filial 5,Máscara de cílios,21.44,60,INDISPONIVEL
Eletrônicos,Filial 1,Corretivo,7.61,6,INDISPONIVEL
Eletrodomésticos,Filial 4,Máscara de cílios,89.8,58,INDISPONIVEL
Roupas,Filial 5,Batom matte,91.36,60,INDISPONIVEL
Eletrodomésticos,Filial 3,Pó compacto,19.73,40,INDISPONIVEL
Eletrodomésticos,Filial 6,Sombra de olhos,88.67,58,INDISPONIVEL
Eletrodomésticos,Filial 3,Blush em pó,83.43,55,INDISPONIVEL
Eletrônicos,Filial 1,Corretivo,4.5,67,INDISPONIVEL
Eletrônicos,Filial 10,Batom líquido,61.1,62,INDISPONIVEL
Eletrônicos,Filial 1,Batom líquido,9.34,94,INDISPONIVEL
Eletrônicos,Filial 5,Delineador líquido,64.63,1,INDISPONIVEL
Eletrônicos,Filial 1,Sombra de olhos,20.7,58,INDISPONIVEL
Eletrônicos,Filial 6,Base líquida,65.15,70,INDISPONIVEL
Alimentos,Filial 8,Base líquida,15.29,84,INDISPONIVEL
Eletrônicos,Filial 9,Batom líquido,59.1,79,INDISPONIVEL
Eletrodomésticos,Filial 8,Lápis de sobrancelha,77.38,40,INDISPONIVEL
Roupas,Filial 3,Lápis de sobrancelha,84.33,21,INDISPONIVEL
Alimentos,Filial 6,Corretivo,43.06,11,INDISPONIVEL
Alimentos,Filial 3,Base líquida,13.36,42,INDISPONIVEL
Eletrônicos,Filial 10,Base líquida,7.41,7,INDISPONIVEL
Alimentos,Filial 10,Pó compacto,6.52,42,INDISPONIVEL
Alimentos,Filial 5,Lápis de sobrancelha,77.65,65,INDISPONIVEL
Eletrônicos,Filial 8,Blush em pó,9.16,67,INDISPONIVEL
Eletrônicos,Filial 5,Máscara de cílios,36.1,50,INDISPONIVEL
Eletrônicos,Filial 8,Sombra de olhos,46.71,9,INDISPONIVEL
Alimentos,Filial 1,Corretivo,75.97,47,INDISPONIVEL
Roupas,Filial 8,Batom matte,71.59,7,INDISPONIVEL
Eletrodomésticos,Filial 4,Sombra de olhos,78.0,5,INDISPONIVEL
Eletrônicos,Filial 10,Corretivo,42.12,17,INDISPONIVEL
Eletrônicos,Filial 3,Batom matte,65.92,26,INDISPONIVEL
Roupas,Filial 1,Corretivo,22.09,3,INDISPONIVEL
Roupas,Filial 5,Batom matte,9.8,1,INDISPONIVEL
Eletrodomésticos,Filial 7,Delineador líquido,87.71,10,INDISPONIVEL
Eletrodomésticos,Filial 5,Lápis de sobrancelha,88.04,54,INDISPONIVEL
Eletrônicos,Filial 7,Base líquida,57.87,90,INDISPONIVEL
Eletrodomésticos,Filial 8,Batom líquido,24.58,47,INDISPONIVEL
Eletrodomésticos,Filial 2,Máscara de cílios,14.11,52,INDISPONIVEL
Alimentos,Filial 7,Máscara de cílios,69.0,14,INDISPONIVEL
Alimentos,Filial 8,Base líquida,95.38,100,INDISPONIVEL
Eletrônicos,Filial 2,Máscara de cílios,56.84,16,INDISPONIVEL
Alimentos,Filial 1,Blush em pó,96.51,35,INDISPONIVEL
Alimentos,Filial 1,Delineador líquido,34.03,9,INDISPONIVEL
Eletrônicos,Filial 1,Delineador líquido,35.45,39,INDISPONIVEL
Eletrodomésticos,Filial 4,Delineador líquido,39.99,95,INDISPONIVEL
Eletrônicos,Filial 8,Pó compacto,42.2,65,INDISPONIVEL
Eletrônicos,Filial 2,Delineador líquido,38.45,16,INDISPONIVEL
Eletrodomésticos,Filial 2,Corretivo,5.27,83,INDISPONIVEL
Alimentos,Filial 9,Blush em pó,58.78,11,INDISPONIVEL
Roupas,Filial 2,Máscara de cílios,92.59,51,INDISPONIVEL
Roupas,Filial 3,Blush em pó,69.41,14,INDISPONIVEL
Alimentos,Filial 4,Delineador líquido,77.75,27,INDISPONIVEL
Eletrônicos,Filial 1,Sombra de olhos,31.97,38,INDISPONIVEL
Eletrodomésticos,Filial 6,Delineador líquido,56.0,30,INDISPONIVEL
Roupas,Filial 6,Sombra de olhos,71.15,46,INDISPONIVEL
Alimentos,Filial 5,Corretivo,94.98,87,INDISPONIVEL
Eletrônicos,Filial 2,Blush em pó,47.98,12,INDISPONIVEL
Eletrônicos,Filial 10,Batom matte,44.27,95,INDISPONIVEL
Alimentos,Filial 2,Sombra de olhos,89.71,30,INDISPONIVEL
